# {"t_start": 1682494354.601516, "env_id": "Craft-single-M1-v0"} 
r,l,t
1.0,104,13.7413
0.0,264,13.751757
0.0,113,13.756287
1.0,41,13.75805
1.0,68,13.760805
1.0,31,13.762138
1.0,25,13.763211
1.0,49,13.765224
1.0,56,13.767496
1.0,95,13.771364
1.0,56,13.773668
1.0,53,13.77584
1.0,39,13.777476
1.0,29,13.778692
1.0,208,13.787054
1.0,142,13.792797
1.0,93,13.796531
1.0,56,13.798827
1.0,35,13.800289
1.0,129,13.805495
1.0,31,13.806804
1.0,197,13.814726
1.0,148,13.820704
1.0,55,13.822966
1.0,39,13.824569
1.0,23,13.82555
1.0,48,13.827501
1.0,54,13.8297
1.0,122,13.834602
0.0,307,13.847056
1.0,92,13.850945
1.0,31,13.852303
1.0,45,13.854183
1.0,29,13.855415
1.0,27,13.856857
1.0,354,13.871798
1.0,53,13.874754
1.0,21,13.875681
1.0,231,13.884929
1.0,90,13.888618
1.0,27,13.889774
1.0,51,13.891894
1.0,110,13.896316
1.0,33,13.897715
1.0,58,13.900091
1.0,49,13.90211
1.0,225,13.911207
1.0,31,13.91251
1.0,284,13.923834
1.0,77,13.92697
1.0,43,13.92873
1.0,199,13.936822
1.0,46,13.938732
1.0,73,13.941719
1.0,77,13.944849
1.0,29,13.946088
1.0,123,13.951071
1.0,93,13.954866
1.0,76,13.958053
1.0,25,13.959129
1.0,68,13.961896
1.0,80,13.96514
1.0,27,13.966296
1.0,41,13.967994
1.0,45,13.969853
1.0,43,13.971628
1.0,55,13.973892
1.0,75,13.976961
1.0,91,13.980665
1.0,193,13.988363
1.0,104,13.992524
1.0,31,13.993837
1.0,183,14.001215
1.0,49,14.00324
1.0,48,14.005212
1.0,64,14.007827
1.0,86,14.011279
1.0,324,14.024242
1.0,39,14.025881
1.0,33,14.027261
1.0,37,14.028783
1.0,121,14.033648
1.0,176,14.040758
1.0,27,14.04191
1.0,54,14.044133
1.0,43,14.045932
1.0,44,14.047745
1.0,31,14.049049
1.0,25,14.050126
1.0,113,14.054671
1.0,29,14.055887
1.0,196,14.063762
1.0,297,14.075939
1.0,35,14.07744
1.0,31,14.078738
1.0,120,14.083558
1.0,23,14.084553
1.0,76,14.087674
1.0,42,14.089445
1.0,90,14.09312
1.0,666,14.119577
1.0,83,14.12297
1.0,158,14.1293
1.0,77,14.132395
1.0,25,14.133457
1.0,299,14.14542
1.0,29,14.146644
1.0,196,14.15448
1.0,32,14.155822
1.0,104,14.160058
1.0,76,14.163132
1.0,840,14.196354
1.0,59,14.198801
1.0,27,14.199939
1.0,49,14.20195
1.0,21,14.202849
1.0,41,14.20454
1.0,565,14.226924
1.0,25,14.228008
1.0,76,14.231089
1.0,119,14.235888
1.0,42,14.237647
1.0,25,14.238708
1.0,68,14.241451
1.0,84,14.244836
1.0,52,14.246923
1.0,45,14.24876
1.0,56,14.251023
1.0,92,14.254979
1.0,29,14.256245
1.0,39,14.257973
1.0,25,14.259052
1.0,400,14.275942
1.0,73,14.278947
1.0,124,14.283915
1.0,47,14.285867
1.0,31,14.287172
1.0,37,14.289139
1.0,49,14.291571
1.0,27,14.292728
1.0,64,14.295391
1.0,21,14.296297
1.0,159,14.302639
1.0,76,14.305748
1.0,21,14.306657
1.0,531,14.327713
1.0,49,14.32975
1.0,23,14.330748
1.0,111,14.335214
1.0,27,14.336356
1.0,21,14.33726
1.0,27,14.338424
1.0,93,14.34218
1.0,41,14.343874
1.0,97,14.347755
1.0,70,14.350602
1.0,44,14.352413
1.0,88,14.35596
1.0,54,14.358165
1.0,388,14.373706
1.0,71,14.376583
1.0,44,14.378425
1.0,33,14.379792
1.0,23,14.380769
1.0,27,14.381922
1.0,86,14.385411
1.0,32,14.386745
1.0,96,14.390613
1.0,35,14.392053
1.0,64,14.394664
1.0,42,14.396384
1.0,45,14.39823
1.0,208,14.406558
1.0,90,14.410192
1.0,27,14.411319
1.0,29,14.41254
1.0,597,14.43617
1.0,43,14.437976
1.0,33,14.439356
1.0,43,14.441134
1.0,98,14.445096
1.0,40,14.44674
1.0,33,14.448094
1.0,84,14.451501
1.0,96,14.455381
1.0,25,14.456437
1.0,31,14.457728
1.0,31,14.459017
1.0,35,14.460462
1.0,115,14.465063
1.0,45,14.46692
1.0,37,14.468448
1.0,25,14.469502
1.0,135,14.474931
1.0,43,14.476695
1.0,94,14.480466
1.0,54,14.482701
1.0,82,14.486005
1.0,23,14.486988
1.0,39,14.488572
1.0,105,14.492795
1.0,68,14.495546
1.0,96,14.499409
1.0,29,14.500621
1.0,57,14.502952
1.0,45,14.504785
1.0,25,14.505849
1.0,98,14.509783
1.0,23,14.510758
1.0,385,14.526002
1.0,89,14.529603
1.0,88,14.533165
1.0,43,14.534942
1.0,112,14.539442
1.0,67,14.542169
1.0,25,14.543223
1.0,549,14.565094
1.0,272,14.576168
1.0,23,14.577186
1.0,35,14.578659
